SUCURSAL,FECHA,CATEGORIA,ARTICULO,ISBN,TITULO,CANTIDAD
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1143191,9785159411373,El jardín nocturno,3
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,3
Sucursal AMBA 17,2026-05,LIBROS > Negocios,1145782,9780124434566,La plaza en la niebla,2
Sucursal Costa 01,2026-05,LIBROS > Académico,1172694,9784613066400,El jardín profundo,4
Sucursal Cuyo 01,2026-05,LIBROS > Juvenil,1122669,9782264608825,El reloj del sur,1
Sucursal Norte 02,2026-05,LIBROS > Cocina,1178310,9785235276911,La ruta sin fronteras,8
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1177224,9784662531655,El espejo de piedra,4
Sucursal Costa 02,2026-05,LIBROS > Negocios,1145782,9780124434566,La plaza en la niebla,3
Sucursal Feria 01,2026-05,LIBROS > Cocina,1135779,9787728755383,El jardín de hierro,7
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1164621,9787464136258,El faro del río,2
Sucursal AMBA 16,2026-05,LIBROS > Ciencia,1113697,9784363162708,La ventana de papel,1
Sucursal Feria 01,2026-05,LIBROS > Biografías,1149830,9784785758923,La torre eterno,2
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1177224,9784662531655,El espejo de piedra,9
Sucursal Sur 04,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,2
Sucursal Norte 02,2026-05,LIBROS > Ciencia,1090493,9784153234315,La isla profundo,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1092535,9786667182624,La isla invisible,9
Sucursal AMBA 24,2026-05,LIBROS > Viajes,1153189,9783138714010,El puente boreal,5
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1149169,9784031445925,La tierra del bosque,20
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1142497,9781957042373,La noche nocturno,11
Sucursal AMBA 24,2026-05,LIBROS > Cocina,1178312,9784064182130,El jardín de hierro,10
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1160937,9784628333333,La voz entre líneas,13
Sucursal AMBA 24,2026-05,LIBROS > Cocina,1164622,9781106621736,La huella en la niebla,11
Sucursal AMBA 24,2026-05,LIBROS > Tecnología,1113083,9781567253118,La isla de bronce,3
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1121615,9789285237565,La tierra de piedra,1
Sucursal AMBA 24,2026-05,LIBROS > Historia,1124616,9786462413526,El mapa del alba,3
Sucursal AMBA 24,2026-05,LIBROS > Ciencia,1144377,9786314612286,El umbral del sur,17
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1145139,9787368755314,La ruta del sur,6
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1148328,9786154653210,El eco del río,10
Sucursal AMBA 24,2026-05,LIBROS > Académico,1149833,9784113078710,La ventana luminoso,2
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1157863,9783608311406,El faro de hierro,5
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1160935,9782425326221,El camino secreto,1
Sucursal AMBA 24,2026-05,LIBROS > Viajes,1163398,9787730416941,El umbral del silencio,5
Sucursal AMBA 24,2026-05,LIBROS > Tecnología,1011829,9783252453546,La noche de cristal,3
Sucursal AMBA 24,2026-05,LIBROS > No Ficción,1027077,9789926353659,La ventana sin fronteras,2
Sucursal AMBA 24,2026-05,LIBROS > Tecnología,1091931,9781741865127,La casa lejano,4
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1091934,9780963486223,El eco de cristal,1
Sucursal AMBA 24,2026-05,LIBROS > No Ficción,523086,9780725063433,La tierra en la niebla,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1060666,9784446921626,La huella de fuego,13
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1167073,9780832133309,La ruta de papel,1
Sucursal Centro 02,2026-05,LIBROS > Ciencia,947095,9784066275726,La noche en el viento,1
Sucursal AMBA 10,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,1
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1177222,9786800958909,El mapa en la niebla,1
Sucursal Costa 05,2026-05,LIBROS > Arte y Diseño,1158169,9785526084653,El cielo de las sombras,1
Sucursal Costa 05,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,2
Sucursal AMBA 11,2026-05,LIBROS > Juvenil,1129998,9784756255967,La tierra perdido,1
Sucursal AMBA 19,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,14
Sucursal Costa 03,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,2
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,3
Sucursal AMBA 23,2026-05,LIBROS > Académico,1170355,9782523566316,El río del bosque,4
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1113698,9782591293921,El mapa secreto,2
Sucursal AMBA 15,2026-05,LIBROS > Autoayuda,1082255,9784607691454,El umbral de arena,1
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1101195,9782116546501,La tierra austral,2
Sucursal Costa 06,2026-05,LIBROS > Infantil,1163403,9784345251240,El jardín de cristal,1
Sucursal AMBA 01,2026-05,LIBROS > Académico,1082318,9784108127586,La torre de ceniza,3
Sucursal AMBA 26,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,3
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1164621,9787464136258,El faro del río,1
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1172268,9787521126333,El río de ceniza,7
Sucursal Centro 04,2026-05,LIBROS > Académico,1082313,9781876406105,La noche olvidado,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1129042,9781247394174,La ventana lejano,3
Sucursal Feria 01,2026-05,LIBROS > Ciencia,1163366,9782678415846,El cielo del sur,3
Sucursal Centro 05,2026-05,LIBROS > Tecnología,1004889,9783742312263,La voz invisible,1
Sucursal AMBA 23,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,2
Sucursal Centro 05,2026-05,LIBROS > Ciencia,1145780,9786252610334,El río perdido,1
Sucursal Costa 02,2026-05,LIBROS > Ciencia,1144377,9786314612286,El umbral del sur,6
Sucursal Feria 01,2026-05,LIBROS > Viajes,1147094,9788868497203,La plaza en la niebla,11
Sucursal Feria 01,2026-05,LIBROS > Ciencia,1095972,9786463672594,La montaña fugaz,5
Sucursal AMBA 21,2026-05,LIBROS > Juvenil,1106686,9785528733551,La plaza en la lluvia,3
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1157480,9786620219317,El cielo de sal,2
Sucursal AMBA 05,2026-05,LIBROS > Negocios,1145782,9780124434566,La plaza en la niebla,3
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1145784,9786510543619,El puerto entre líneas,4
Sucursal Aeropuerto 02,2026-05,LIBROS > Académico,1117253,9782483294356,El faro olvidado,3
Sucursal Aeropuerto 02,2026-05,LIBROS > Juvenil,1176004,9781663352671,El jardín invisible,2
Sucursal AMBA 09,2026-05,LIBROS > Ciencia,1128104,9783462968168,La casa del silencio,1
Sucursal Norte 01,2026-05,LIBROS > Académico,1113082,9782573315501,El puente fugaz,1
Sucursal Centro 05,2026-05,LIBROS > Infantil,1163403,9784345251240,El jardín de cristal,5
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1153185,9782207499435,El espejo de fuego,4
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1172284,9787215155806,El mapa de piedra,2
Sucursal AMBA 05,2026-05,LIBROS > Juvenil,1149169,9784031445925,La tierra del bosque,1
Sucursal Sur 05,2026-05,LIBROS > Académico,1178309,9783491561634,El espejo del bosque,1
Sucursal Centro 03,2026-05,LIBROS > Arte y Diseño,1134940,9786221142336,La senda nocturno,1
Sucursal AMBA 22,2026-05,LIBROS > Ciencia,1127024,9789209612626,El puerto entre líneas,2
Sucursal AMBA 06,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,6
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1103356,9786121293104,La montaña luminoso,7
Sucursal AMBA 27,2026-05,LIBROS > Ciencia,1128104,9783462968168,La casa del silencio,1
Sucursal AMBA 24,2026-05,LIBROS > Biografías,1155206,9784244345354,El puerto del río,2
Sucursal AMBA 24,2026-05,LIBROS > Cocina,1008105,9785413600468,El espejo perdido,1
Sucursal AMBA 24,2026-05,LIBROS > Académico,1108888,9781293362696,La senda olvidado,4
Sucursal AMBA 24,2026-05,LIBROS > Cocina,1138638,9788365431306,La huella de ceniza,6
Sucursal Mayorista 01,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,8
Sucursal AMBA 23,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,1
Sucursal Centro 02,2026-05,LIBROS > Académico,1082312,9788372141596,La ruta de las sombras,1
Sucursal Cuyo 01,2026-05,LIBROS > Ciencia,1176942,9784213120157,La torre secreto,1
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1155204,9781457292560,El mapa eterno,1
Sucursal Norte 01,2026-05,LIBROS > Académico,1141477,9782403213331,El mapa de piedra,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1153188,9785865914671,La tierra en la niebla,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1126077,9786215486548,El faro entre líneas,1
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,4
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1177686,9784332600661,La ventana de sal,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1169394,9788665201626,La montaña de papel,2
Sucursal Sur 04,2026-05,LIBROS > Juvenil,1178478,9780304461250,El jardín en el viento,3
Sucursal Sur 04,2026-05,LIBROS > Ciencia,1169388,9786523818866,La montaña sin fronteras,2
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1128125,9783364602488,La voz nocturno,5
Sucursal AMBA 19,2026-05,LIBROS > No Ficción,1178305,9789439344427,El puente del sur,2
Sucursal AMBA 20,2026-05,LIBROS > Juvenil,1176944,9786010017796,El mapa eterno,6
Sucursal AMBA 11,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,2
Sucursal Aeropuerto 01,2026-05,LIBROS > Juvenil,1144373,9783668864255,La isla en el viento,1
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1177689,9783743882325,El faro en el viento,1
Sucursal AMBA 04,2026-05,LIBROS > Académico,1145779,9781057931652,El umbral sin fronteras,1
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1067288,9785995649019,La huella eterno,1
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1163401,9781220271189,La voz del río,1
Sucursal AMBA 21,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,3
Sucursal Costa 05,2026-05,LIBROS > Académico,1156791,9784615811624,La noche en el viento,2
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1142497,9781957042373,La noche nocturno,2
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1134104,9784631935338,El camino perdido,3
Sucursal Norte 05,2026-05,LIBROS > Autoayuda,1128124,9787164978899,El espejo del alba,1
Sucursal Sur 01,2026-05,LIBROS > Académico,1178309,9783491561634,El espejo del bosque,1
Sucursal AMBA 17,2026-05,LIBROS > Ciencia,1155205,9784351555033,La montaña fugaz,1
Sucursal Feria 01,2026-05,LIBROS > Viajes,1164623,9780326032221,El umbral fugaz,2
Sucursal Costa 05,2026-05,LIBROS > Juvenil,1138223,9781251394460,El puerto en el viento,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1145139,9787368755314,La ruta del sur,2
Sucursal AMBA 07,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,4
Sucursal Depósito 01,2026-05,LIBROS > Infantil,1163403,9784345251240,El jardín de cristal,6
Sucursal AMBA 02,2026-05,LIBROS > Académico,1145138,9789241549583,El cielo del silencio,1
Sucursal Norte 06,2026-05,LIBROS > Juvenil,1139680,9783766857553,El puente de papel,1
Sucursal Feria 01,2026-05,LIBROS > Juvenil,1060666,9784446921626,La huella de fuego,3
Sucursal AMBA 01,2026-05,LIBROS > Ciencia,1127022,9786617985351,La huella de fuego,4
Sucursal AMBA 22,2026-05,LIBROS > Juvenil,1138224,9785414046464,El camino del alba,0
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1172262,9786218341807,La senda invisible,4
Sucursal Costa 04,2026-05,LIBROS > Juvenil,1167728,9783508125331,El camino eterno,3
Sucursal Sur 01,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,5
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1173125,9780163440335,El mapa del alba,3
Sucursal AMBA 19,2026-05,LIBROS > Ciencia,1144377,9786314612286,El umbral del sur,10
Sucursal Centro 07,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,3
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1167964,9789564919609,La isla olvidado,3
Sucursal AMBA 08,2026-05,LIBROS > Ciencia,1176942,9784213120157,La torre secreto,5
Sucursal Costa 07,2026-05,LIBROS > Tecnología,623950,9785958442446,La voz de jade,2
Sucursal Norte 04,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,3
Sucursal Cuyo 02,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,10
Sucursal Cuyo 04,2026-05,LIBROS > Infantil,1140372,9788242736401,El puerto de cristal,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1141482,9789436396664,El puerto profundo,4
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1150540,9789241665930,El reloj del silencio,3
Sucursal AMBA 24,2026-05,LIBROS > Académico,1142490,9784138748667,La voz invisible,2
Sucursal Norte 04,2026-05,LIBROS > Ciencia,1167071,9782436556628,La ventana boreal,1
Sucursal Centro 01,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,4
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1176003,9782158457128,El cielo de arena,1
Sucursal Costa 03,2026-05,LIBROS > No Ficción,1140367,9788414853569,El puerto nocturno,1
Sucursal Centro 04,2026-05,LIBROS > Juvenil,1164620,9786188741473,La torre eterno,3
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1130926,9783635511161,El espejo perdido,1
Sucursal AMBA 01,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,3
Sucursal AMBA 19,2026-05,LIBROS > Académico,1163355,9786226809634,La senda entre líneas,2
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1138641,9782548645356,El puente del silencio,7
Sucursal AMBA 08,2026-05,LIBROS > Juvenil,1163399,9785125276596,La tierra de fuego,3
Sucursal Cuyo 04,2026-05,LIBROS > Deportes,1130924,9783212231446,La senda entre líneas,2
Sucursal Cuyo 01,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,1
Sucursal Feria 01,2026-05,LIBROS > Negocios,1127016,9786066664242,La isla de hierro,2
Sucursal Norte 02,2026-05,LIBROS > Académico,1178309,9783491561634,El espejo del bosque,1
Sucursal AMBA 27,2026-05,LIBROS > Juvenil,1162252,9789686525142,La voz de cristal,4
Sucursal Sur 05,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,5
Sucursal AMBA 22,2026-05,LIBROS > Autoayuda,1128124,9787164978899,El espejo del alba,1
Sucursal AMBA 04,2026-05,LIBROS > Juvenil,1175418,9781113254770,El río austral,2
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1172262,9786218341807,La senda invisible,1
Sucursal Centro 02,2026-05,LIBROS > Juvenil,1153754,9786631227612,La ruta luminoso,3
Sucursal AMBA 11,2026-05,LIBROS > Juvenil,1179379,9783233091615,La senda en el viento,6
Sucursal AMBA 12,2026-05,LIBROS > Tecnología,1178306,9780540363134,El río secreto,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1145783,9780195065442,La senda de hierro,1
Sucursal Norte 01,2026-05,LIBROS > Autoayuda,1150663,9782324446125,La noche invisible,1
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1177686,9784332600661,La ventana de sal,2
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1143193,9781350642564,El cielo luminoso,4
Sucursal AMBA 18,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,5
Sucursal AMBA 16,2026-05,LIBROS > Negocios,1157842,9789503465423,El espejo eterno,2
Sucursal Norte 06,2026-05,LIBROS > Ciencia,1160939,9780215850192,La torre de fuego,3
Sucursal AMBA 01,2026-05,LIBROS > Juvenil,1131870,9782339248144,El reloj de arena,1
Sucursal AMBA 21,2026-05,LIBROS > Autoayuda,1172259,9785725044714,El camino austral,1
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1103356,9786121293104,La montaña luminoso,1
Sucursal Centro 07,2026-05,LIBROS > Juvenil,1176943,9784356944321,La isla de jade,4
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1176003,9782158457128,El cielo de arena,1
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1169395,9781386144916,El faro olvidado,3
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1163401,9781220271189,La voz del río,2
Sucursal Norte 04,2026-05,LIBROS > Ciencia,1127022,9786617985351,La huella de fuego,1
Sucursal AMBA 04,2026-05,LIBROS > Ciencia,1160933,9781205946434,La plaza de fuego,3
Sucursal Costa 03,2026-05,LIBROS > Ciencia,1127024,9789209612626,El puerto entre líneas,1
Sucursal Aeropuerto 01,2026-05,LIBROS > Cocina,1032084,9785159963110,La torre en la niebla,1
Sucursal AMBA 04,2026-05,LIBROS > Deportes,1130924,9783212231446,La senda entre líneas,1
Sucursal Costa 02,2026-05,LIBROS > Juvenil,1111945,9785142146286,La senda olvidado,1
Sucursal AMBA 25,2026-05,LIBROS > Negocios,1145782,9780124434566,La plaza en la niebla,2
Sucursal AMBA 15,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,1
Sucursal AMBA 02,2026-05,LIBROS > Arte y Diseño,1158104,9785525465506,El espejo en la niebla,2
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1109702,9785892873336,El río austral,3
Sucursal Feria 01,2026-05,LIBROS > Cocina,1175403,9784533609231,La ventana de arena,2
Sucursal AMBA 22,2026-05,LIBROS > Tecnología,1068259,9782593181462,El eco de bronce,1
Sucursal AMBA 02,2026-05,LIBROS > Ciencia,1176934,9782645293124,La isla del río,5
Sucursal AMBA 05,2026-05,LIBROS > Arte y Diseño,1175412,9784443511421,El puerto de cristal,3
Sucursal Centro 05,2026-05,LIBROS > Juvenil,1153185,9782207499435,El espejo de fuego,1
Sucursal AMBA 09,2026-05,LIBROS > Deportes,1179375,9782372716344,El espejo en la lluvia,3
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1178478,9780304461250,El jardín en el viento,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1167729,9780447599114,La voz de hierro,4
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1149836,9783821543262,El mapa austral,3
Sucursal Sur 06,2026-05,LIBROS > Juvenil,1144372,9784728835468,El eco invisible,3
Sucursal Norte 03,2026-05,LIBROS > Ciencia,1155205,9784351555033,La montaña fugaz,1
Sucursal AMBA 20,2026-05,LIBROS > Autoayuda,1167075,9784414941962,El reloj de arena,2
Sucursal Cuyo 02,2026-05,LIBROS > Cocina,1138639,9784613525502,El cielo de las sombras,2
Sucursal AMBA 17,2026-05,LIBROS > Cocina,1119204,9788662434134,La senda en el viento,1
Sucursal AMBA 16,2026-05,LIBROS > Cocina,1127025,9782901312224,El jardín de bronce,1
Sucursal Costa 06,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,3
Sucursal Cuyo 01,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,4
Sucursal Cuyo 04,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,3
Sucursal Sur 06,2026-05,LIBROS > Académico,1178309,9783491561634,El espejo del bosque,1
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1169392,9788549303512,La plaza de piedra,1
Sucursal AMBA 17,2026-05,LIBROS > No Ficción,1176002,9783548019322,La casa boreal,2
Sucursal Costa 06,2026-05,LIBROS > Cocina,1175396,9786140784417,La plaza austral,1
Sucursal AMBA 16,2026-05,LIBROS > Juvenil,1176003,9782158457128,El cielo de arena,2
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1175416,9781112426551,La casa de sal,2
Sucursal AMBA 01,2026-05,LIBROS > Ciencia,1149278,9787536544406,La isla del río,4
Sucursal Norte 01,2026-05,LIBROS > Juvenil,1156792,9788805303491,El eco profundo,1
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1169641,9782558445123,La isla de cristal,1
Sucursal Centro 06,2026-05,LIBROS > Juvenil,1119918,9781025555520,La casa de arena,2
Sucursal Norte 04,2026-05,LIBROS > Juvenil,1150666,9786253452104,La voz de bronce,2
Sucursal Norte 05,2026-05,LIBROS > Juvenil,1158971,9787416163133,La ruta fugaz,1
Sucursal Aeropuerto 02,2026-05,LIBROS > Negocios,1127016,9786066664242,La isla de hierro,3
Sucursal Sur 03,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,3
Sucursal Sur 04,2026-05,LIBROS > Juvenil,1167965,9780434842413,El río eterno,1
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1173051,9786882485594,La casa de papel,1
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1164625,9782251733313,La isla de cristal,2
Sucursal Norte 05,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,3
Sucursal AMBA 25,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,1
Sucursal AMBA 22,2026-05,LIBROS > Juvenil,1134944,9782395750182,La huella secreto,3
Sucursal Norte 03,2026-05,LIBROS > Juvenil,1106684,9786703435022,La huella de ceniza,1
Sucursal Norte 06,2026-05,LIBROS > Juvenil,1167965,9780434842413,El río eterno,2
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1150666,9786253452104,La voz de bronce,3
Sucursal AMBA 23,2026-05,LIBROS > Cocina,1165682,9788549560619,El eco de bronce,1
Sucursal AMBA 13,2026-05,LIBROS > Juvenil,1157480,9786620219317,El cielo de sal,1
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1178478,9780304461250,El jardín en el viento,2
Sucursal AMBA 19,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,4
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1134944,9782395750182,La huella secreto,3
Sucursal AMBA 09,2026-05,LIBROS > Juvenil,1169638,9789536511454,El mapa perdido,1
Sucursal Depósito 01,2026-05,LIBROS > Académico,1156791,9784615811624,La noche en el viento,2
Sucursal Depósito 01,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,1
Sucursal AMBA 03,2026-05,LIBROS > Académico,1139677,9788735565091,La torre austral,0
Sucursal Norte 02,2026-05,LIBROS > Juvenil,1163401,9781220271189,La voz del río,1
Sucursal Depósito 01,2026-05,LIBROS > Juvenil,1176003,9782158457128,El cielo de arena,2
Sucursal Mayorista 01,2026-05,LIBROS > Juvenil,1176943,9784356944321,La isla de jade,7
Sucursal Cuyo 04,2026-05,LIBROS > Ciencia,1176934,9782645293124,La isla del río,6
Sucursal Norte 03,2026-05,LIBROS > Académico,1179380,9788274611214,La ruta lejano,1
Sucursal AMBA 14,2026-05,LIBROS > Juvenil,1176943,9784356944321,La isla de jade,4
Sucursal AMBA 15,2026-05,LIBROS > Juvenil,1161616,9780147933052,La huella perdido,1
Sucursal AMBA 11,2026-05,LIBROS > Negocios,1106681,9786374124052,El eco de jade,2
Sucursal Norte 06,2026-05,LIBROS > Cocina,1176935,9789661871535,La casa sin fronteras,1
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1169641,9782558445123,La isla de cristal,3
Sucursal Costa 07,2026-05,LIBROS > Juvenil,1179384,9786230783642,La montaña del silencio,1
Sucursal AMBA 02,2026-05,LIBROS > Cocina,1176000,9786729174161,La senda de jade,2
Sucursal Costa 01,2026-05,LIBROS > Juvenil,1134944,9782395750182,La huella secreto,1
Sucursal Norte 06,2026-05,LIBROS > Juvenil,1175404,9787457202063,La tierra secreto,1
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1143191,9785159411373,El jardín nocturno,5
Sucursal AMBA 14,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,1
Sucursal AMBA 08,2026-05,LIBROS > Autoayuda,1172259,9785725044714,El camino austral,2
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1129998,9784756255967,La tierra perdido,2
Sucursal Costa 07,2026-05,LIBROS > Autoayuda,1145781,9781914663833,La torre perdido,2
Sucursal AMBA 11,2026-05,LIBROS > Ciencia,1150662,9787843084524,La senda nocturno,2
Sucursal Centro 06,2026-05,LIBROS > Ciencia,1138222,9783563112552,El cielo lejano,2
Sucursal Centro 03,2026-05,LIBROS > Juvenil,1122788,9784944718125,El reloj de las sombras,1
Sucursal AMBA 12,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,9
Sucursal AMBA 02,2026-05,LIBROS > Juvenil,1179376,9783451551626,La torre en la niebla,4
Sucursal Costa 04,2026-05,LIBROS > Juvenil,1161617,9784710844551,La noche de jade,2
Sucursal AMBA 07,2026-05,LIBROS > Juvenil,1178311,9786781601565,El puente luminoso,4
Sucursal AMBA 03,2026-05,LIBROS > Juvenil,1164620,9786188741473,La torre eterno,4
Sucursal Sur 04,2026-05,LIBROS > Ciencia,1150662,9787843084524,La senda nocturno,1
Sucursal AMBA 08,2026-05,LIBROS > Académico,1156791,9784615811624,La noche en el viento,2
Sucursal Sur 05,2026-05,LIBROS > Juvenil,1175404,9787457202063,La tierra secreto,1
Sucursal Sur 06,2026-05,LIBROS > Ciencia,1160933,9781205946434,La plaza de fuego,1
Sucursal Cuyo 04,2026-05,LIBROS > Juvenil,1106685,9784516938921,El umbral luminoso,5
Sucursal AMBA 06,2026-05,LIBROS > Ciencia,1137959,9784665745425,La huella austral,4
Sucursal Norte 06,2026-05,LIBROS > Juvenil,1179383,9783517288740,El espejo de ceniza,1
Sucursal AMBA 19,2026-05,LIBROS > No Ficción,1116612,9786249416159,La casa sin fronteras,1
Sucursal Norte 05,2026-05,LIBROS > Ciencia,1165680,9787423159185,El faro invisible,1
Sucursal Sur 04,2026-05,LIBROS > Ciencia,1149829,9786323166823,El camino en la lluvia,2
Sucursal Costa 02,2026-05,LIBROS > Juvenil,1157864,9786473256602,El río de piedra,1
Sucursal AMBA 07,2026-05,LIBROS > Académico,1176940,9789218342371,El espejo de ceniza,2
Sucursal Costa 01,2026-05,LIBROS > Negocios,1132718,9784549056265,El umbral fugaz,1
Sucursal Norte 05,2026-05,LIBROS > Académico,1172693,9785194626010,La ventana del sur,7
Sucursal AMBA 08,2026-05,LIBROS > Académico,1172693,9785194626010,La ventana del sur,4
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1142498,9781394728626,La noche de bronce,1
Sucursal Sur 02,2026-05,LIBROS > Juvenil,1156792,9788805303491,El eco profundo,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1079121,9786000162811,La montaña lejano,1
Sucursal AMBA 24,2026-05,LIBROS > Juvenil,1123667,9785438786659,El mapa de fuego,2
Sucursal AMBA 24,2026-05,LIBROS > Biografías,1141479,9784032590861,El faro del río,1
